common_name,scientific_name,Wet Paddy fields,Open Areas,"Groves,Gardens and Plantations",Habitation,Dry Grassland,Hill Grassland,Wet Grassland,High Altitude Grassland,Reeds,Dry Deciduous,Hill Shrubland,Thorny Scrub,Rocky Scrub,Tropical Rainforest,Bamboo Forest,Shola Forest,Moist Deciduous,Subtropical Montane Forest,Mixed Forest,Oak Forest,Coniferous Forest,Forest Swamp,Short Grass Marshes,High Shrubbery,High Alpine,Inland Water,Inland Mudflats,Coastal Mudflats,Beaches,Pelagic Waters,Hot Desert,Semi-Desert,Cold Desert,Mangrove Swamps,Salt Pans,Lagoons,Rivers,High Altitude Lakes,Brackish Backwaters
Greater Hoopoe-Lark,Alaemon alaudipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Rufous-tailed Lark,Ammomanes phoenicura,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Lark,Ammomanes deserti,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Black-crowned Sparrow-Lark,Eremopterix nigriceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Ashy-crowned Sparrow-Lark,Eremopterix griseus,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singing Bushlark,Mirafra cantillans,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengal Bushlark,Mirafra assamica,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Bushlark,Mirafra erythroptera,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Jerdon's Bushlark,Mirafra affinis,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesser Short-toed Lark,Alaudala rufescens,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Sand Lark,Alaudala raytal,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,
Bimaculated Lark,Melanocorypha bimaculata,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Tibetan Lark,Melanocorypha maxima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Hume's Lark,Calandrella acutirostris,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Greater Short-toed Lark,Calandrella brachydactyla,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Sykes's Short-toed Lark,Calandrella dukhunensis,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Horned Lark,Eremophila alpestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Eurasian Skylark,Alauda arvensis,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriental Skylark,Alauda gulgula,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Crested Lark,Galerida cristata,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Malabar Lark,Galerida malabarica,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tawny Lark,Galerida deva,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zitting Cisticola,Cisticola juncidis,,1,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Golden-headed Cisticola,Cisticola exilis,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striated Prinia,Prinia crinigera,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Black-throated Prinia,Prinia atrogularis,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill Prinia,Prinia superciliaris,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Gray-crowned Prinia,Prinia cinereocapilla,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Rufous-fronted Prinia,Prinia buchanani,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufescent Prinia,Prinia rufescens,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Gray-breasted Prinia,Prinia hodgsonii,,1,1,,,1,,,,1,1,1,,,1,,,,1,,1,,,,,,,,,,,,,1,,,,,
Graceful Prinia,Prinia gracilis,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Jungle Prinia,Prinia sylvatica,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-bellied Prinia,Prinia flaviventris,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashy Prinia,Prinia socialis,,1,,1,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Plain Prinia,Prinia inornata,,1,,,1,,,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,
Common Tailorbird,Orthotomus sutorius,,,1,1,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,
Dark-necked Tailorbird,Orthotomus atrogularis,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Pallas's Grasshopper-Warbler,Locustella certhiola,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanceolated Warbler,Locustella lanceolata,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown Bush Warbler,Locustella luteoventris,,,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Chinese Bush Warbler,Locustella tacsanowskia,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-billed Bush Warbler,Locustella major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Common Grasshopper-Warbler,Locustella naevia,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baikal Bush Warbler,Locustella davidi,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Himalayan Bush Warbler,Locustella kashmirensis,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Spotted Bush Warbler,Locustella thoracica,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russet Bush Warbler,Locustella mandelli,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Striated Grassbird,Megalurus palustris,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broad-tailed Grassbird,Schoenicola platyurus,,,,,,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Bristled Grassbird,Chaetornis striata,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick-billed Warbler,Arundinax aedon,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Booted Warbler,Iduna caligata,,1,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Sykes's Warbler,Iduna rama,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
Black-browed Reed Warbler,Acrocephalus bistrigiceps,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moustached Warbler,Acrocephalus melanopogon,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Sedge Warbler,Acrocephalus schoenobaenus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large-billed Reed Warbler,Acrocephalus orinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blyth's Reed Warbler,Acrocephalus dumetorum,,1,1,1,,,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Paddyfield Warbler,Acrocephalus agricola,1,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
Blunt-winged Warbler,Acrocephalus concinens,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Great Reed Warbler,Acrocephalus arundinaceus,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
Oriental Reed Warbler,Acrocephalus orientalis,1,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Clamorous Reed Warbler,Acrocephalus stentoreus,,,,,,,1,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,
Immaculate Cupwing,Pnoepyga immaculata,,,,,,1,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
Pygmy Cupwing,Pnoepyga pusilla,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Scaly-breasted Cupwing,Pnoepyga albiventer,,,,,,1,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,
Common House-Martin,Delichon urbicum,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Asian House-Martin,Delichon dasypus,,1,,,,1,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,
Nepal House-Martin,Delichon nipalense,,,,,,,,,,,,,,1,,,1,1,1,,1,,,,,1,,,,,,,,,,,1,,
Streak-throated Swallow,Petrochelidon fluvicola,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Red-rumped Swallow,Cecropis daurica,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striated Swallow,Cecropis striolata,,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Hill Swallow,Hirundo domicola,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pacific Swallow,Hirundo tahitica,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Wire-tailed Swallow,Hirundo smithii,,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Barn Swallow,Hirundo rustica,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Eurasian Crag-Martin,Ptyonoprogne rupestris,,1,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Dusky Crag-Martin,Ptyonoprogne concolor,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray-throated Martin,Riparia chinensis,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Bank Swallow,Riparia riparia,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Pale Sand Martin,Riparia diluta,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
White-throated Bulbul,Alophoixus flaveolus,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Cachar Bulbul,Iole cacharensis,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ashy Bulbul,Hemixos flavala,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,
Nicobar Bulbul,Hypsipetes nicobariensis,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Mountain Bulbul,Ixos mcclellandii,,,,,,,,,,,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Square-tailed Bulbul,Hypsipetes ganeesa,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
Black Bulbul,Hypsipetes leucocephalus,,,1,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Crested Finchbill,Spizixos canifrons,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Striated Bulbul,Pycnonotus striatus,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Flame-throated Bulbul,Rubigula gularis,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Black-crested Bulbul,Rubigula flaviventris,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Red-whiskered Bulbul,Pycnonotus jocosus,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Himalayan Bulbul,Pycnonotus leucogenys,,,1,1,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
White-eared Bulbul,Pycnonotus leucotis,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
Red-vented Bulbul,Pycnonotus cafer,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-throated Bulbul,Pycnonotus xantholaemus,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavescent Bulbul,Pycnonotus flavescens,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
White-browed Bulbul,Pycnonotus luteolus,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-headed Bulbul,Brachypodius atriceps,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Andaman Bulbul,Brachypodius fuscoflavescens,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Gray-headed Bulbul,Brachypodius priocephalus,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Yellow-browed Bulbul,Iole indica,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
Wood Warbler,Phylloscopus sibilatrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Leaf Warbler,Phylloscopus yunnanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks's Leaf Warbler,Phylloscopus subviridis,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-browed Warbler,Phylloscopus inornatus,,,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
Hume's Warbler,Phylloscopus humei,,,1,,,,,,,,,,,,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,
Pale-rumped Warbler,Phylloscopus chloronotus,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Buff-barred Warbler,Phylloscopus pulcher,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Ashy-throated Warbler,Phylloscopus maculipennis,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Dusky Warbler,Phylloscopus fuscatus,1,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,
Smoky Warbler,Phylloscopus fuligiventer,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,
Buff-throated Warbler,Phylloscopus subaffinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Chiffchaff,Phylloscopus collybita,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Mountain Chiffchaff,Phylloscopus sindianus,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
Plain Leaf Warbler,Phylloscopus neglectus,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tytler's Leaf Warbler,Phylloscopus tytleri,,,1,,,,,,,,,,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,
Sulphur-bellied Warbler,Phylloscopus griseolus,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
Tickell's Leaf Warbler,Phylloscopus affinis,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
White-spectacled Warbler,Phylloscopus intermedius,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,
Gray-cheeked Warbler,Phylloscopus poliogenys,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Golden-spectacled Warbler,Phylloscopus burkii,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,
Gray-crowned Warbler,Phylloscopus tephrocephalus,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Whistler's Warbler,Phylloscopus whistleri,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,
Chestnut-crowned Warbler,Phylloscopus castaniceps,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Green Warbler,Phylloscopus nitidus,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Greenish Warbler,Phylloscopus trochiloides,,,1,,,,,,,1,,,,1,,,1,,1,1,1,,,1,,,,,,,,,,1,,,,,
Two-barred Warbler,Phylloscopus plumbeitarsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic Warbler,Phylloscopus borealis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pale-legged Leaf Warbler,Phylloscopus tenellipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large-billed Leaf Warbler,Phylloscopus magnirostris,,,,,,,,,,,,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,
Yellow-vented Warbler,Phylloscopus cantator,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Claudia's Leaf Warbler,Phylloscopus claudiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blyth's Leaf Warbler,Phylloscopus reguloides,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Western Crowned Warbler,Phylloscopus occipitalis,,,1,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,
Gray-hooded Warbler,Phylloscopus xanthoschistos,,,1,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,
Slaty-bellied Tesia,Tesia olivea,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Gray-bellied Tesia,Tesia cyaniventer,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Chestnut-crowned Bush Warbler,Cettia major,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Gray-sided Bush Warbler,Cettia brunnifrons,,,1,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Chestnut-headed Tesia,Cettia castaneocoronata,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Cetti's Warbler,Cettia cetti,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pale-footed Bush Warbler,Urosphena pallidipes,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
Asian Stubtail,Urosphena squameiceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-bellied Warbler,Abroscopus superciliaris,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
Rufous-faced Warbler,Abroscopus albogularis,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Black-faced Warbler,Abroscopus schisticeps,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,
Mountain Tailorbird,Phyllergates cucullatus,,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Broad-billed Warbler,Tickellia hodgsoni,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Brownish-flanked Bush Warbler,Horornis fortipes,,,1,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Hume's Bush Warbler,Horornis brunnescens,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
Aberrant Bush Warbler,Horornis flavolivaceus,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,
Japanese Bush Warbler,Horornis diphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-browed Tit-Warbler,Leptopoecile sophiae,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
Crested Tit-Warbler,Leptopoecile elegans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-throated Tit,Aegithalos concinnus,,,1,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,
White-cheeked Tit,Aegithalos leucogenys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-throated Tit,Aegithalos niveogularis,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
Black-browed Tit,Aegithalos iouschistos,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,
Garden Warbler,Sylvia borin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Desert Warbler,Sylvia nana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Barred Warbler,Sylvia nisoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Orphean Warbler,Sylvia crassirostris,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Desert Whitethroat,Sylvia minula,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Hume's Whitethroat,Sylvia althaea,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Lesser Whitethroat,Sylvia curruca,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Greater Whitethroat,Sylvia communis,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Fire-tailed Myzornis,Myzornis pyrrhoura,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Golden-breasted Fulvetta,Lioparus chrysotis,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
Yellow-eyed Babbler,Chrysomma sinense,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerdon's Babbler,Chrysomma altirostre,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-browed Fulvetta,Fulvetta vinipectus,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
Ludlow's Fulvetta,Alcippe ludlowi,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
Streak-throated Fulvetta,Fulvetta manipurensis,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Black-breasted Parrotbill,Paradoxornis flavirostris,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spot-breasted Parrotbill,Paradoxornis guttaticollis,,,,,,1,,,,,1,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,
White-breasted Parrotbill,Psittiparus ruficeps,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Rufous-headed Parrotbill,Psittiparus bakeri,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Gray-headed Parrotbill,Psittiparus gularis,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Great Parrotbill,Conostoma aemodium,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
Brown Parrotbill,Cholornis unicolor,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
Fulvous Parrotbill,Suthora fulvifrons,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
Black-throated Parrotbill,Suthora nipalensis,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
Pale-billed Parrotbill,Chleuasicus atrosuperciliaris,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Striated Yuhina,Yuhina castaniceps,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Black-chinned Yuhina,Yuhina nigrimenta,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Stripe-throated Yuhina,Yuhina gularis,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,,
Whiskered Yuhina,Yuhina flavicollis,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Rufous-vented Yuhina,Yuhina occipitalis,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
White-naped Yuhina,Yuhina bakeri,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Chestnut-flanked White-eye,Zosterops erythropleurus,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Oriental White-eye,Zosterops palpebrosus,,,1,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,
Rufous-throated Wren-Babbler,Spelaeornis caudatus,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Rusty-throated Wren-Babbler,Spelaeornis badeigularis,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Bar-winged Wren-Babbler,Spelaeornis troglodytoides,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
Long-tailed Wren-Babbler,Spelaeornis chocolatinus,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Chin Hills Wren-Babbler,Spelaeornis oatesi,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Gray-bellied Wren-Babbler,Spelaeornis reptatus,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Tawny-breasted Wren-Babbler,Spelaeornis longicaudatus,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Red-billed Scimitar-Babbler,Pomatorhinus ochraceiceps,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Coral-billed Scimitar-Babbler,Pomatorhinus ferruginosus,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Slender-billed Scimitar-Babbler,Pomatorhinus superciliaris,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
White-browed Scimitar-Babbler,Pomatorhinus schisticeps,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Streak-breasted Scimitar-Babbler,Pomatorhinus ruficollis,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
Large Scimitar-Babbler,Megapomatorhinus hypoleucos,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Rusty-cheeked Scimitar-Babbler,Megapomatorhinus erythrogenys,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Spot-breasted Scimitar-Babbler,Megapomatorhinus mcclellandi,,,,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
